                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     37,                 1.0939,                 1.8843,                0.97947,                0.01313,                0.91667,                0.74952,                 0.4942,                 1.1882,                 3.2131,                0.94785,             0.00028962,             0.00028962,             0.00028962
                     38,                 1.2651,                 2.0481,                0.95623,                0.01313,                0.91667,                0.74952,                 0.4942,                 1.1882,                 3.2131,                0.94785,             0.00029309,             0.00029309,             0.00029309
                     39,                 1.2461,                 1.7796,                 1.0425,                0.01329,                0.91667,                0.75066,                0.45968,                 1.2254,                 3.2467,                0.95415,             0.00029631,             0.00029631,             0.00029631
                     40,                 1.2518,                 1.9045,                0.95037,                0.01329,                0.91667,                0.75066,                0.45968,                 1.2254,                 3.2467,                0.95415,             0.00029928,             0.00029928,             0.00029928
                     41,                 1.3239,                 1.8638,                 0.9926,                0.01344,                0.91667,                0.75148,                0.45249,                 1.1635,                 3.2096,                0.94736,               0.000302,               0.000302,               0.000302
                     42,                  1.091,                 1.5802,                0.93666,                0.01344,                0.91667,                0.75148,                0.45249,                 1.1635,                 3.2096,                0.94736,             0.00030448,             0.00030448,             0.00030448
                     43,                 1.0584,                 1.6825,                 1.0265,                0.01408,                0.91667,                0.70897,                0.46034,                  1.129,                 3.2654,                0.94087,             0.00030671,             0.00030671,             0.00030671
                     44,                 1.1001,                 1.9177,                0.93236,                0.01408,                0.91667,                0.70897,                0.46034,                  1.129,                 3.2654,                0.94087,             0.00030869,             0.00030869,             0.00030869
                     45,                 1.1452,                 1.7803,                0.95546,                0.01361,                0.83333,                0.61597,                0.40929,                 1.0985,                 3.3774,                0.96744,             0.00031042,             0.00031042,             0.00031042
                     46,                  1.238,                 1.6321,                 1.0127,                0.01361,                0.83333,                0.61597,                0.40929,                 1.0985,                 3.3774,                0.96744,             0.00031191,             0.00031191,             0.00031191
                     47,                 1.2605,                 1.7018,                0.97868,                0.01257,                0.66667,                0.45259,                 0.3058,                 1.0913,                 3.4047,                0.99309,             0.00031315,             0.00031315,             0.00031315
                     48,                 1.0569,                 1.4557,                0.93974,                0.01257,                0.66667,                0.45259,                 0.3058,                 1.0913,                 3.4047,                0.99309,             0.00031414,             0.00031414,             0.00031414
                     49,                 1.0301,                 1.4071,                0.94019,                0.01319,                0.66667,                0.43605,                0.25906,                 1.0952,                 3.5076,                 1.0287,             0.00031488,             0.00031488,             0.00031488
                     50,                 1.1439,                 1.4507,                0.95646,                0.01319,                0.66667,                0.43605,                0.25906,                 1.0952,                 3.5076,                 1.0287,             0.00031538,             0.00031538,             0.00031538
                     51,                 1.0475,                 1.5225,                0.95717,                0.01103,                    0.5,                0.36515,                0.26209,                 1.0874,                 3.5634,                 1.0488,             0.00031562,             0.00031562,             0.00031562
                     52,                 1.0723,                 1.5551,                0.91711,                0.01103,                    0.5,                0.36515,                0.26209,                 1.0874,                 3.5634,                 1.0488,             0.00031563,             0.00031563,             0.00031563
                     53,                0.98901,                  1.519,                0.98147,                0.01103,                    0.5,                0.36515,                0.26209,                 1.0874,                 3.5634,                 1.0488,             0.00031538,             0.00031538,             0.00031538
                     54,                 1.0394,                 1.4666,                0.94083,                0.01236,                    0.5,                0.27176,                0.18288,                 1.0695,                 3.5922,                 1.0641,             0.00031489,             0.00031489,             0.00031489
                     55,                 1.0566,                 1.3376,                0.95825,                0.01236,                    0.5,                0.27176,                0.18288,                 1.0695,                 3.5922,                 1.0641,             0.00031414,             0.00031414,             0.00031414
                     56,                 1.0387,                 1.3013,                0.98017,                0.01236,                    0.5,                0.27176,                0.18288,                 1.0695,                 3.5922,                 1.0641,             0.00031316,             0.00031316,             0.00031316
                     57,                 1.1091,                 1.4996,                  0.951,                0.01156,                    0.5,                0.29471,                0.19419,                 1.0831,                 3.5794,                 1.0669,             0.00031192,             0.00031192,             0.00031192
                     58,                0.99758,                 1.3351,                0.92541,                0.01156,                    0.5,                0.29471,                0.19419,                 1.0831,                 3.5794,                 1.0669,             0.00031044,             0.00031044,             0.00031044
                     59,                 1.1033,                 1.4124,                0.96908,                0.01156,                    0.5,                0.29471,                0.19419,                 1.0831,                 3.5794,                 1.0669,              0.0003087,              0.0003087,              0.0003087
                     60,                0.90323,                 1.3033,                0.93244,                0.01276,                0.58333,                0.40942,                0.28885,                  1.084,                 3.4944,                 1.0653,             0.00030673,             0.00030673,             0.00030673
                     61,                0.95266,                 1.3114,                0.92254,                0.01276,                0.58333,                0.40942,                0.28885,                  1.084,                 3.4944,                 1.0653,              0.0003045,              0.0003045,              0.0003045
                     62,                 1.1778,                 1.6469,                 1.0744,                0.01276,                0.58333,                0.40942,                0.28885,                  1.084,                 3.4944,                 1.0653,             0.00030203,             0.00030203,             0.00030203
                     63,                 1.0611,                 1.2493,                0.97444,                0.01217,                0.58333,                0.53973,                0.38649,                 1.0544,                 3.3861,                 1.0594,              0.0002993,              0.0002993,              0.0002993
                     64,                0.92641,                 1.1346,                 0.9489,                0.01217,                0.58333,                0.53973,                0.38649,                 1.0544,                 3.3861,                 1.0594,             0.00029634,             0.00029634,             0.00029634
                     65,                0.97305,                 1.1169,                0.92232,                0.01217,                0.58333,                0.53973,                0.38649,                 1.0544,                 3.3861,                 1.0594,             0.00029312,             0.00029312,             0.00029312
                     66,                 1.0579,                 1.2344,                0.94427,                      1,                0.33815,                0.62369,                0.44181,                 1.0281,                 3.2828,                 1.0487,             0.00028966,             0.00028966,             0.00028966
                     67,                 1.0385,                 1.2919,                0.99785,                      1,                0.33815,                0.62369,                0.44181,                 1.0281,                 3.2828,                 1.0487,             0.00028594,             0.00028594,             0.00028594
                     68,                0.99727,                 1.2083,                0.96764,                      1,                0.33815,                0.62369,                0.44181,                 1.0281,                 3.2828,                 1.0487,             0.00028199,             0.00028199,             0.00028199
                     69,                0.97052,                 1.1636,                0.95655,                      1,                0.27482,                0.74808,                0.57134,                 1.0365,                 3.1717,                 1.0305,             0.00027778,             0.00027778,             0.00027778
                     70,                0.95965,                 1.0897,                0.94064,                      1,                0.27482,                0.74808,                0.57134,                 1.0365,                 3.1717,                 1.0305,             0.00027333,             0.00027333,             0.00027333
                     71,                0.97478,                  1.035,                   0.95,                      1,                0.27482,                0.74808,                0.57134,                 1.0365,                 3.1717,                 1.0305,             0.00026863,             0.00026863,             0.00026863
                     72,                0.89382,                 1.1493,                0.93561,                      1,                0.29375,                0.75313,                0.57133,                 1.0728,                 3.0271,                 1.0316,             0.00026368,             0.00026368,             0.00026368
                     73,                 1.0289,                 1.2792,                 0.9549,                      1,                0.29375,                0.75313,                0.57133,                 1.0728,                 3.0271,                 1.0316,             0.00025848,             0.00025848,             0.00025848
                     74,                 1.0072,                 1.0143,                 0.9085,                      1,                0.29375,                0.75313,                0.57133,                 1.0728,                 3.0271,                 1.0316,             0.00025304,             0.00025304,             0.00025304
                     75,                 0.9409,                 1.0749,                0.97429,                 0.9523,                0.29237,                0.78253,                0.61013,                 1.1089,                 2.9287,                 1.0339,             0.00024734,             0.00024734,             0.00024734
                     76,                 1.0175,                 1.1043,                 0.9147,                 0.9523,                0.29237,                0.78253,                0.61013,                 1.1089,                 2.9287,                 1.0339,             0.00024141,             0.00024141,             0.00024141
                     77,                  1.173,                 1.5226,                 1.0049,                 0.9523,                0.29237,                0.78253,                0.61013,                 1.1089,                 2.9287,                 1.0339,             0.00023522,             0.00023522,             0.00023522
                     78,                0.94843,                 1.4124,                  1.012,                0.93612,                0.64131,                0.79767,                0.59398,                 1.1358,                 2.9109,                 1.0355,             0.00022879,             0.00022879,             0.00022879
                     79,                 1.1118,                 1.2908,                0.95435,                0.93612,                0.64131,                0.79767,                0.59398,                 1.1358,                 2.9109,                 1.0355,              0.0002221,              0.0002221,              0.0002221
                     80,                 1.0903,                 1.4372,                0.96157,                0.93612,                0.64131,                0.79767,                0.59398,                 1.1358,                 2.9109,                 1.0355,             0.00021518,             0.00021518,             0.00021518
                     81,                0.88383,                 1.2757,                0.90601,                      1,                0.34346,                0.79052,                0.60499,                   1.16,                 2.8505,                 1.0367,               0.000208,               0.000208,               0.000208
                     82,                 1.0069,                 1.0875,                0.89951,                      1,                0.34346,                0.79052,                0.60499,                   1.16,                 2.8505,                 1.0367,             0.00020058,             0.00020058,             0.00020058
                     83,                 0.9784,                 1.1797,                0.97607,                      1,                0.34346,                0.79052,                0.60499,                   1.16,                 2.8505,                 1.0367,             0.00019291,             0.00019291,             0.00019291
                     84,                0.97181,                 1.1323,                0.92614,                      1,                0.38014,                 0.8129,                0.63108,                  1.122,                 2.7999,                 1.0296,             0.00018499,             0.00018499,             0.00018499
                     85,                 1.0863,                 1.2785,                  1.002,                      1,                0.38014,                 0.8129,                0.63108,                  1.122,                 2.7999,                 1.0296,             0.00017682,             0.00017682,             0.00017682
                     86,                0.90385,                 1.2107,                0.99571,                      1,                0.38014,                 0.8129,                0.63108,                  1.122,                 2.7999,                 1.0296,             0.00016841,             0.00016841,             0.00016841
                     87,                0.93726,                   1.12,                0.95479,                      1,                0.38014,                 0.8129,                0.63108,                  1.122,                 2.7999,                 1.0296,             0.00015975,             0.00015975,             0.00015975
                     88,                0.93732,                 1.0477,                0.97673,                      1,                0.52959,                 0.8717,                 0.6884,                 1.0564,                 2.6797,                 1.0138,             0.00015084,             0.00015084,             0.00015084
                     89,                 1.0095,                 1.0648,                0.97024,                      1,                0.52959,                 0.8717,                 0.6884,                 1.0564,                 2.6797,                 1.0138,             0.00014168,             0.00014168,             0.00014168
                     90,                0.94523,                 1.0787,                0.93571,                      1,                0.52959,                 0.8717,                 0.6884,                 1.0564,                 2.6797,                 1.0138,             0.00013228,             0.00013228,             0.00013228
                     91,                0.98114,                 1.4095,                0.94791,                      1,                0.52959,                 0.8717,                 0.6884,                 1.0564,                 2.6797,                 1.0138,             0.00012262,             0.00012262,             0.00012262
                     92,                0.84948,                 1.2219,                0.96684,                      1,                0.64097,                0.91294,                 0.7229,                 1.0109,                 2.5572,                 1.0046,             0.00011273,             0.00011273,             0.00011273
                     93,                0.83809,                 1.2205,                0.93527,                      1,                0.64097,                0.91294,                 0.7229,                 1.0109,                 2.5572,                 1.0046,             0.00010258,             0.00010258,             0.00010258
                     94,                0.88627,                  1.268,                0.93515,                      1,                0.64097,                0.91294,                 0.7229,                 1.0109,                 2.5572,                 1.0046,             9.2186e-05,             9.2186e-05,             9.2186e-05
                     95,                0.90414,                 1.3757,                0.94417,                      1,                0.64097,                0.91294,                 0.7229,                 1.0109,                 2.5572,                 1.0046,             8.1545e-05,             8.1545e-05,             8.1545e-05
                     96,                0.91735,                  1.474,                  1.003,                      1,                0.75129,                0.91294,                0.74211,                0.98071,                 2.4135,                0.99387,             7.0656e-05,             7.0656e-05,             7.0656e-05
                     97,                0.93528,                 1.2302,                0.94942,                      1,                0.75129,                0.91294,                0.74211,                0.98071,                 2.4135,                0.99387,              5.952e-05,              5.952e-05,              5.952e-05
                     98,                0.86632,                  1.247,                 0.9064,                      1,                0.75129,                0.91294,                0.74211,                0.98071,                 2.4135,                0.99387,             4.8136e-05,             4.8136e-05,             4.8136e-05
                     99,                0.95497,                 1.2341,                0.99148,                      1,                0.75129,                0.91294,                0.74211,                0.98071,                 2.4135,                0.99387,             3.6505e-05,             3.6505e-05,             3.6505e-05
                    100,                 1.0038,                 1.3571,                0.99365,                  0.995,                0.82779,                0.91293,                0.75318,                0.98463,                 2.2567,                0.99252,             2.4626e-05,             2.4626e-05,             2.4626e-05
