                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     14,                 1.2057,                 3.4632,                  1.111,                0.00295,                   0.25,                  0.191,                0.11394,                 1.0989,                 3.9696,                 1.1307,             0.00014159,             0.00014159,             0.00014159
                     15,                0.97879,                 3.3239,                 1.0296,                0.00421,                0.33333,                0.21664,                0.13064,                 1.0374,                 3.8825,                 1.0916,             0.00015075,             0.00015075,             0.00015075
                     16,                 1.1044,                 3.2999,                 1.0673,                0.00416,                0.33333,                0.22915,                0.13739,                 1.0389,                 3.7868,                 1.0249,             0.00015966,             0.00015966,             0.00015966
                     17,                 0.9555,                 3.2082,                 1.0156,                  0.932,                0.22798,                0.24354,                0.15141,                 1.0624,                  3.642,                0.95295,             0.00016832,             0.00016832,             0.00016832
                     18,                   1.03,                 3.1193,                 1.0141,                  0.932,                0.22798,                0.24354,                0.15141,                 1.0624,                  3.642,                0.95295,             0.00017674,             0.00017674,             0.00017674
                     19,                 1.1569,                 2.9886,                 1.0505,                      1,                0.15721,                 0.2405,                0.19691,                0.92559,                 3.5663,                0.88729,             0.00018491,             0.00018491,             0.00018491
                     20,                 0.9088,                 2.5377,                0.93322,                      1,                0.15721,                 0.2405,                0.19691,                0.92559,                 3.5663,                0.88729,             0.00019283,             0.00019283,             0.00019283
                     21,                0.94497,                 2.6063,                0.94972,                0.97128,                0.16667,                0.23997,                0.20146,                 0.8699,                 3.4402,                0.85503,              0.0002005,              0.0002005,              0.0002005
                     22,                 1.0654,                 2.7771,                0.98435,                0.97128,                0.16667,                0.23997,                0.20146,                 0.8699,                 3.4402,                0.85503,             0.00020793,             0.00020793,             0.00020793
                     23,                0.94851,                 2.5755,                 0.9457,                0.95935,                0.16667,                0.23883,                0.15723,                0.85641,                 3.3684,                0.83404,             0.00021511,             0.00021511,             0.00021511
                     24,                0.90541,                   2.57,                0.92765,                0.95935,                0.16667,                0.23883,                0.15723,                0.85641,                 3.3684,                0.83404,             0.00022204,             0.00022204,             0.00022204
                     25,                0.87709,                 2.1181,                0.89541,                 0.9798,                0.16667,                0.44243,                0.28501,                  0.839,                 3.1853,                0.82355,             0.00022872,             0.00022872,             0.00022872
                     26,                 0.9862,                 2.0194,                0.97107,                 0.9798,                0.16667,                0.44243,                0.28501,                  0.839,                 3.1853,                0.82355,             0.00023516,             0.00023516,             0.00023516
                     27,                0.90294,                 2.4517,                 0.9447,                0.92669,                0.20674,                0.70663,                0.43845,                0.81777,                 3.0902,                0.81947,             0.00024134,             0.00024134,             0.00024134
                     28,                0.89248,                 2.0898,                 0.9086,                0.92669,                0.20674,                0.70663,                0.43845,                0.81777,                 3.0902,                0.81947,             0.00024729,             0.00024729,             0.00024729
                     29,                0.96476,                 2.1862,                0.97838,                0.92454,                0.19815,                0.78963,                0.52656,                0.79235,                 2.8933,                0.83113,             0.00025298,             0.00025298,             0.00025298
                     30,                 1.0377,                 1.8182,                0.93088,                0.92454,                0.19815,                0.78963,                0.52656,                0.79235,                 2.8933,                0.83113,             0.00025843,             0.00025843,             0.00025843
                     31,                0.97361,                 1.9253,                0.94936,                0.01416,                      1,                0.79654,                0.63032,                0.75107,                 2.7239,                 0.8271,             0.00026363,             0.00026363,             0.00026363
                     32,                0.93486,                 1.8177,                0.94506,                0.01416,                      1,                0.79654,                0.63032,                0.75107,                 2.7239,                 0.8271,             0.00026858,             0.00026858,             0.00026858
                     33,                0.92888,                 1.6302,                0.97063,                0.79851,                0.33333,                0.77379,                0.55273,                0.93602,                 2.6106,                0.85416,             0.00027328,             0.00027328,             0.00027328
                     34,                 1.0386,                 1.3977,                 0.8997,                0.79851,                0.33333,                0.77379,                0.55273,                0.93602,                 2.6106,                0.85416,             0.00027774,             0.00027774,             0.00027774
                     35,                 1.1039,                  1.839,                0.97605,                0.83137,                0.35179,                0.77634,                0.51957,                0.98766,                  2.594,                0.85928,             0.00028194,             0.00028194,             0.00028194
                     36,                 1.0089,                 1.5338,                0.94893,                0.83137,                0.35179,                0.77634,                0.51957,                0.98766,                  2.594,                0.85928,             0.00028591,             0.00028591,             0.00028591
                     37,                0.92224,                 1.7521,                0.92922,                 0.8518,                0.41667,                0.87911,                0.60967,                0.93507,                 2.5645,                0.84747,             0.00028962,             0.00028962,             0.00028962
                     38,                0.88124,                 1.6013,                0.89523,                 0.8518,                0.41667,                0.87911,                0.60967,                0.93507,                 2.5645,                0.84747,             0.00029309,             0.00029309,             0.00029309
                     39,                 1.0051,                 1.5315,                0.96002,                0.93581,                0.37116,                0.91486,                0.66842,                 0.8392,                 2.5633,                0.83317,             0.00029631,             0.00029631,             0.00029631
                     40,                 1.0126,                 1.4466,                0.93909,                0.93581,                0.37116,                0.91486,                0.66842,                 0.8392,                 2.5633,                0.83317,             0.00029928,             0.00029928,             0.00029928
                     41,                0.93938,                 1.5535,                0.94764,                0.94351,                0.39649,                0.95375,                0.70633,                0.87822,                 2.5305,                0.83416,               0.000302,               0.000302,               0.000302
                     42,                0.89953,                 1.2749,                0.91874,                0.94351,                0.39649,                0.95375,                0.70633,                0.87822,                 2.5305,                0.83416,             0.00030448,             0.00030448,             0.00030448
                     43,                0.82536,                   1.27,                0.92042,                0.95426,                0.32964,                0.95375,                 0.6641,                0.89897,                  2.547,                 0.8385,             0.00030671,             0.00030671,             0.00030671
                     44,                0.90666,                 1.4678,                0.92979,                0.95426,                0.32964,                0.95375,                 0.6641,                0.89897,                  2.547,                 0.8385,             0.00030869,             0.00030869,             0.00030869
                     45,                 0.8353,                 1.3495,                0.89392,                0.97243,                0.40648,                0.95375,                0.68877,                0.90786,                 2.5459,                0.83987,             0.00031042,             0.00031042,             0.00031042
                     46,                0.90603,                 1.3644,                0.92153,                0.97243,                0.40648,                0.95375,                0.68877,                0.90786,                 2.5459,                0.83987,             0.00031191,             0.00031191,             0.00031191
                     47,                0.93923,                 1.2909,                0.95856,                0.92975,                   0.25,                0.88581,                0.66654,                0.86086,                 2.5708,                0.83447,             0.00031315,             0.00031315,             0.00031315
                     48,                0.87408,                 1.2968,                0.90888,                0.92975,                   0.25,                0.88581,                0.66654,                0.86086,                 2.5708,                0.83447,             0.00031414,             0.00031414,             0.00031414
                     49,                0.82937,                 1.1734,                0.93045,                0.92743,                0.20973,                0.87167,                0.69392,                0.77958,                   2.61,                0.83057,             0.00031488,             0.00031488,             0.00031488
                     50,                0.90514,                 1.2188,                0.93084,                0.92743,                0.20973,                0.87167,                0.69392,                0.77958,                   2.61,                0.83057,             0.00031538,             0.00031538,             0.00031538
                     51,                0.91019,                 1.5192,                0.93192,                0.89757,                0.12847,                0.87168,                 0.7214,                0.76615,                 2.6782,                  0.843,             0.00031562,             0.00031562,             0.00031562
                     52,                0.99136,                 1.3532,                0.89587,                0.89757,                0.12847,                0.87168,                 0.7214,                0.76615,                 2.6782,                  0.843,             0.00031563,             0.00031563,             0.00031563
                     53,                0.86049,                  1.368,                0.91862,                0.89757,                0.12847,                0.87168,                 0.7214,                0.76615,                 2.6782,                  0.843,             0.00031538,             0.00031538,             0.00031538
                     54,                0.87408,                 1.2372,                0.93077,                      1,                0.14637,                0.87994,                 0.6846,                0.84212,                 2.7107,                0.86584,             0.00031489,             0.00031489,             0.00031489
                     55,                0.80075,                  1.187,                0.90436,                      1,                0.14637,                0.87994,                 0.6846,                0.84212,                 2.7107,                0.86584,             0.00031414,             0.00031414,             0.00031414
                     56,                0.86907,                 1.0936,                0.92122,                      1,                0.14637,                0.87994,                 0.6846,                0.84212,                 2.7107,                0.86584,             0.00031316,             0.00031316,             0.00031316
                     57,                0.92996,                 1.1593,                0.88435,                      1,                0.15282,                0.87168,                0.66191,                0.90181,                 2.7027,                0.88949,             0.00031192,             0.00031192,             0.00031192
                     58,                0.80597,                 1.0816,                0.90479,                      1,                0.15282,                0.87168,                0.66191,                0.90181,                 2.7027,                0.88949,             0.00031044,             0.00031044,             0.00031044
                     59,                0.79975,                 1.1543,                0.87047,                      1,                0.15282,                0.87168,                0.66191,                0.90181,                 2.7027,                0.88949,              0.0003087,              0.0003087,              0.0003087
                     60,                0.81085,                 1.0807,                0.90832,                      1,                 0.2757,                0.85102,                0.66489,                0.85964,                 2.6609,                0.89781,             0.00030673,             0.00030673,             0.00030673
                     61,                0.74686,                 1.0698,                0.86576,                      1,                 0.2757,                0.85102,                0.66489,                0.85964,                 2.6609,                0.89781,              0.0003045,              0.0003045,              0.0003045
                     62,                0.80446,                 1.2616,                0.90467,                      1,                 0.2757,                0.85102,                0.66489,                0.85964,                 2.6609,                0.89781,             0.00030203,             0.00030203,             0.00030203
                     63,                0.80999,                  1.105,                0.94677,                0.97062,                0.35895,                0.80976,                0.65574,                 0.8169,                 2.5844,                0.88655,              0.0002993,              0.0002993,              0.0002993
                     64,                0.72975,                0.98951,                0.88969,                0.97062,                0.35895,                0.80976,                0.65574,                 0.8169,                 2.5844,                0.88655,             0.00029634,             0.00029634,             0.00029634
                     65,                0.81051,                 1.0038,                0.86307,                0.97062,                0.35895,                0.80976,                0.65574,                 0.8169,                 2.5844,                0.88655,             0.00029312,             0.00029312,             0.00029312
                     66,                0.77919,                 1.1544,                0.86074,                0.88757,                0.53491,                0.81465,                0.68939,                0.79287,                 2.4854,                0.87343,             0.00028966,             0.00028966,             0.00028966
                     67,                0.83571,                 1.0474,                0.93265,                0.88757,                0.53491,                0.81465,                0.68939,                0.79287,                 2.4854,                0.87343,             0.00028594,             0.00028594,             0.00028594
                     68,                0.82062,                 1.0967,                0.90786,                0.88757,                0.53491,                0.81465,                0.68939,                0.79287,                 2.4854,                0.87343,             0.00028199,             0.00028199,             0.00028199
                     69,                0.74045,                 1.1048,                0.87383,                0.89056,                0.62314,                0.83502,                  0.685,                0.81166,                 2.4542,                 0.8683,             0.00027778,             0.00027778,             0.00027778
                     70,                0.77699,                 1.0104,                 0.9019,                0.89056,                0.62314,                0.83502,                  0.685,                0.81166,                 2.4542,                 0.8683,             0.00027333,             0.00027333,             0.00027333
                     71,                0.79595,                 1.0192,                0.89865,                0.89056,                0.62314,                0.83502,                  0.685,                0.81166,                 2.4542,                 0.8683,             0.00026863,             0.00026863,             0.00026863
                     72,                0.83386,                 1.0886,                0.91731,                0.87729,                0.73195,                0.83161,                0.69067,                0.77099,                 2.3908,                0.87131,             0.00026368,             0.00026368,             0.00026368
                     73,                0.79518,                 1.0127,                0.85516,                0.87729,                0.73195,                0.83161,                0.69067,                0.77099,                 2.3908,                0.87131,             0.00025848,             0.00025848,             0.00025848
                     74,                0.72074,                0.88798,                0.90095,                0.87729,                0.73195,                0.83161,                0.69067,                0.77099,                 2.3908,                0.87131,             0.00025304,             0.00025304,             0.00025304
                     75,                0.75932,                0.98015,                0.89696,                0.92086,                0.77398,                0.83212,                0.70076,                0.75024,                  2.291,                0.86732,             0.00024734,             0.00024734,             0.00024734
                     76,                 0.8257,                0.95042,                0.90141,                0.92086,                0.77398,                0.83212,                0.70076,                0.75024,                  2.291,                0.86732,             0.00024141,             0.00024141,             0.00024141
                     77,                0.80124,                 1.1231,                 0.9184,                0.92086,                0.77398,                0.83212,                0.70076,                0.75024,                  2.291,                0.86732,             0.00023522,             0.00023522,             0.00023522
                     78,                0.85122,                 1.2417,                0.96678,                0.93321,                0.77441,                0.84311,                0.68497,                0.80326,                 2.1681,                0.86975,             0.00022879,             0.00022879,             0.00022879
                     79,                0.83946,                 1.1015,                0.93044,                0.93321,                0.77441,                0.84311,                0.68497,                0.80326,                 2.1681,                0.86975,              0.0002221,              0.0002221,              0.0002221
                     80,                0.85906,                 1.0619,                0.92802,                0.93321,                0.77441,                0.84311,                0.68497,                0.80326,                 2.1681,                0.86975,             0.00021518,             0.00021518,             0.00021518
                     81,                0.78197,                0.98684,                0.91154,                0.94578,                0.79005,                0.88598,                0.65892,                0.87069,                 2.0758,                0.87629,               0.000208,               0.000208,               0.000208
                     82,                0.84292,                0.96243,                0.86787,                0.94578,                0.79005,                0.88598,                0.65892,                0.87069,                 2.0758,                0.87629,             0.00020058,             0.00020058,             0.00020058
                     83,                0.85356,                0.98202,                0.93579,                0.94578,                0.79005,                0.88598,                0.65892,                0.87069,                 2.0758,                0.87629,             0.00019291,             0.00019291,             0.00019291
                     84,                0.81324,                 0.9765,                0.86585,                0.95054,                0.80366,                0.95375,                0.74622,                0.86953,                 1.9632,                 0.8695,             0.00018499,             0.00018499,             0.00018499
                     85,                0.88916,                 0.9592,                0.92956,                0.95054,                0.80366,                0.95375,                0.74622,                0.86953,                 1.9632,                 0.8695,             0.00017682,             0.00017682,             0.00017682
                     86,                0.70396,                 1.0573,                0.91416,                0.95054,                0.80366,                0.95375,                0.74622,                0.86953,                 1.9632,                 0.8695,             0.00016841,             0.00016841,             0.00016841
                     87,                0.86654,                0.99993,                0.93462,                0.95054,                0.80366,                0.95375,                0.74622,                0.86953,                 1.9632,                 0.8695,             0.00015975,             0.00015975,             0.00015975
                     88,                0.75303,                  0.915,                0.90764,                0.88836,                0.82793,                  0.962,                0.77477,                0.79618,                 1.8353,                0.84572,             0.00015084,             0.00015084,             0.00015084
                     89,                0.89281,                0.96185,                0.88323,                0.88836,                0.82793,                  0.962,                0.77477,                0.79618,                 1.8353,                0.84572,             0.00014168,             0.00014168,             0.00014168
                     90,                0.68073,                0.84164,                0.87671,                0.88836,                0.82793,                  0.962,                0.77477,                0.79618,                 1.8353,                0.84572,             0.00013228,             0.00013228,             0.00013228
                     91,                0.96544,                 1.3045,                0.90483,                0.88836,                0.82793,                  0.962,                0.77477,                0.79618,                 1.8353,                0.84572,             0.00012262,             0.00012262,             0.00012262
                     92,                0.70582,                 1.0355,                0.89168,                 0.8932,                0.87523,                  0.962,                0.81168,                0.75878,                 1.6736,                0.82546,             0.00011273,             0.00011273,             0.00011273
                     93,                0.69056,                 1.1631,                0.86401,                 0.8932,                0.87523,                  0.962,                0.81168,                0.75878,                 1.6736,                0.82546,             0.00010258,             0.00010258,             0.00010258
                     94,                0.79211,                 1.1662,                0.88518,                 0.8932,                0.87523,                  0.962,                0.81168,                0.75878,                 1.6736,                0.82546,             9.2186e-05,             9.2186e-05,             9.2186e-05
                     95,                0.85722,                 1.4254,                0.88372,                 0.8932,                0.87523,                  0.962,                0.81168,                0.75878,                 1.6736,                0.82546,             8.1545e-05,             8.1545e-05,             8.1545e-05
                     96,                0.72297,                 1.0563,                0.88626,                0.87225,                0.95225,                  0.995,                0.82277,                0.71575,                 1.5557,                 0.8133,             7.0656e-05,             7.0656e-05,             7.0656e-05
                     97,                0.80708,                 1.2534,                0.86713,                0.87225,                0.95225,                  0.995,                0.82277,                0.71575,                 1.5557,                 0.8133,              5.952e-05,              5.952e-05,              5.952e-05
                     98,                0.75896,                 1.0663,                0.89963,                0.87225,                0.95225,                  0.995,                0.82277,                0.71575,                 1.5557,                 0.8133,             4.8136e-05,             4.8136e-05,             4.8136e-05
                     99,                0.76088,                 1.1029,                0.85492,                0.87225,                0.95225,                  0.995,                0.82277,                0.71575,                 1.5557,                 0.8133,             3.6505e-05,             3.6505e-05,             3.6505e-05
                    100,                0.86183,                 1.3131,                0.89334,                0.87852,                0.95314,                  0.995,                 0.8279,                0.70794,                  1.443,                0.80871,             2.4626e-05,             2.4626e-05,             2.4626e-05
