                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     28,                 1.6451,                 2.5015,                 1.2424,                0.00551,                    0.5,                0.27859,                0.11794,                 2.1126,                 3.6581,                 1.5522,             0.00024729,             0.00024729,             0.00024729
                     29,                 1.8177,                 2.7827,                 1.4588,                0.00492,                0.41667,                0.22637,                0.08659,                  2.104,                  3.733,                 1.6414,             0.00025298,             0.00025298,             0.00025298
                     30,                 1.6488,                  2.324,                 1.2782,                0.00492,                0.41667,                0.22637,                0.08659,                  2.104,                  3.733,                 1.6414,             0.00025843,             0.00025843,             0.00025843
                     31,                 1.7256,                 2.3734,                 1.3952,                0.00425,                0.33333,                 0.1066,                 0.0661,                  2.219,                 3.8613,                 1.7675,             0.00026363,             0.00026363,             0.00026363
                     32,                 1.9427,                 2.2375,                 1.4691,                0.00425,                0.33333,                 0.1066,                 0.0661,                  2.219,                 3.8613,                 1.7675,             0.00026858,             0.00026858,             0.00026858
                     33,                 1.7653,                 2.1924,                 1.4073,                 0.0023,                0.16667,                0.08975,                0.06114,                 2.2315,                 4.0981,                 1.7829,             0.00027328,             0.00027328,             0.00027328
                     34,                 1.8312,                  2.178,                 1.3589,                 0.0023,                0.16667,                0.08975,                0.06114,                 2.2315,                 4.0981,                 1.7829,             0.00027774,             0.00027774,             0.00027774
                     35,                 1.9196,                 2.3372,                 1.4806,                 0.0025,                0.16667,                0.02735,                0.01094,                 2.2982,                   4.23,                 1.9078,             0.00028194,             0.00028194,             0.00028194
                     36,                 1.5276,                 2.0974,                 1.2558,                 0.0025,                0.16667,                0.02735,                0.01094,                 2.2982,                   4.23,                 1.9078,             0.00028591,             0.00028591,             0.00028591
                     37,                 1.8073,                 2.3348,                 1.5281,                0.00143,                0.08333,                0.00978,                0.00391,                 2.2532,                 4.2963,                 2.0111,             0.00028962,             0.00028962,             0.00028962
                     38,                 1.7989,                 2.2445,                 1.3538,                0.00143,                0.08333,                0.00978,                0.00391,                 2.2532,                 4.2963,                 2.0111,             0.00029309,             0.00029309,             0.00029309
                     39,                  1.784,                 2.0142,                 1.3685,                 0.0015,                0.08333,                 0.0098,                0.00294,                 2.3483,                 4.3173,                 2.1317,             0.00029631,             0.00029631,             0.00029631
                     40,                 2.0103,                 2.2325,                 1.4585,                 0.0015,                0.08333,                 0.0098,                0.00294,                 2.3483,                 4.3173,                 2.1317,             0.00029928,             0.00029928,             0.00029928
                     41,                 2.0156,                  2.174,                 1.4704,                0.00151,                0.08333,                0.02144,                0.00643,                 2.3826,                  4.315,                 2.1488,               0.000302,               0.000302,               0.000302
                     42,                 1.9562,                 2.1322,                 1.5117,                0.00151,                0.08333,                0.02144,                0.00643,                 2.3826,                  4.315,                 2.1488,             0.00030448,             0.00030448,             0.00030448
                     43,                 1.5852,                 1.9648,                 1.3658,                0.00338,                0.16667,                0.03182,                0.00533,                 2.4207,                 4.2832,                 2.1709,             0.00030671,             0.00030671,             0.00030671
                     44,                 1.5848,                 1.9882,                 1.3245,                0.00338,                0.16667,                0.03182,                0.00533,                 2.4207,                 4.2832,                 2.1709,             0.00030869,             0.00030869,             0.00030869
                     45,                 1.7745,                 2.0109,                 1.4302,                0.00376,                0.16667,                 0.0423,                0.00423,                 2.3428,                 4.2776,                 2.1092,             0.00031042,             0.00031042,             0.00031042
                     46,                 1.9807,                 2.2753,                 1.5016,                0.00376,                0.16667,                 0.0423,                0.00423,                 2.3428,                 4.2776,                 2.1092,             0.00031191,             0.00031191,             0.00031191
                     47,                 1.8579,                 2.0304,                 1.3844,                0.00403,                0.16667,                0.09818,                0.00982,                 2.3933,                 4.1974,                 2.1133,             0.00031315,             0.00031315,             0.00031315
                     48,                 1.9778,                 2.0485,                    1.5,                0.00403,                0.16667,                0.09818,                0.00982,                 2.3933,                 4.1974,                 2.1133,             0.00031414,             0.00031414,             0.00031414
                     49,                 1.7781,                 1.9548,                  1.475,                0.00595,                   0.25,                0.13375,                0.01484,                 2.4026,                  4.101,                   2.09,             0.00031488,             0.00031488,             0.00031488
                     50,                  1.572,                 1.7834,                 1.2645,                0.00595,                   0.25,                0.13375,                0.01484,                 2.4026,                  4.101,                   2.09,             0.00031538,             0.00031538,             0.00031538
                     51,                 1.7904,                 2.0263,                 1.3388,                0.00394,                0.16667,                0.16691,                0.03887,                 2.2336,                 4.0218,                 2.0459,             0.00031562,             0.00031562,             0.00031562
                     52,                 1.7742,                 2.0137,                   1.29,                0.00394,                0.16667,                0.16691,                0.03887,                 2.2336,                 4.0218,                 2.0459,             0.00031563,             0.00031563,             0.00031563
                     53,                 1.8942,                 2.1174,                 1.4435,                0.00394,                0.16667,                0.16691,                0.03887,                 2.2336,                 4.0218,                 2.0459,             0.00031538,             0.00031538,             0.00031538
                     54,                 1.6765,                 1.8461,                 1.3073,                0.00676,                0.33333,                0.11732,                0.03481,                 2.1517,                 3.8968,                 2.0099,             0.00031489,             0.00031489,             0.00031489
                     55,                 1.7171,                 1.9417,                 1.3027,                0.00676,                0.33333,                0.11732,                0.03481,                 2.1517,                 3.8968,                 2.0099,             0.00031414,             0.00031414,             0.00031414
                     56,                 1.6372,                 1.7562,                 1.2766,                0.00676,                0.33333,                0.11732,                0.03481,                 2.1517,                 3.8968,                 2.0099,             0.00031316,             0.00031316,             0.00031316
                     57,                 1.7468,                 1.8825,                 1.2895,                0.00823,                    0.5,                0.22784,                0.11324,                 2.1519,                 3.7446,                 1.9026,             0.00031192,             0.00031192,             0.00031192
                     58,                 1.8311,                 2.2288,                 1.4376,                0.00823,                    0.5,                0.22784,                0.11324,                 2.1519,                 3.7446,                 1.9026,             0.00031044,             0.00031044,             0.00031044
                     59,                 1.6849,                 1.8786,                 1.2776,                0.00823,                    0.5,                0.22784,                0.11324,                 2.1519,                 3.7446,                 1.9026,              0.0003087,              0.0003087,              0.0003087
                     60,                 1.6547,                 1.8301,                 1.3045,                0.01016,                0.66667,                0.38187,                0.12573,                 2.1404,                  3.722,                 1.8788,             0.00030673,             0.00030673,             0.00030673
                     61,                 1.6916,                 1.9612,                 1.3534,                0.01016,                0.66667,                0.38187,                0.12573,                 2.1404,                  3.722,                 1.8788,              0.0003045,              0.0003045,              0.0003045
                     62,                  1.634,                 2.0239,                 1.3619,                0.01016,                0.66667,                0.38187,                0.12573,                 2.1404,                  3.722,                 1.8788,             0.00030203,             0.00030203,             0.00030203
                     63,                 1.5171,                 1.7198,                 1.2982,                0.01007,                0.66667,                0.49963,                0.16647,                 2.1018,                 3.6753,                 1.8149,              0.0002993,              0.0002993,              0.0002993
                     64,                 1.4108,                 1.6562,                 1.1682,                0.01007,                0.66667,                0.49963,                0.16647,                 2.1018,                 3.6753,                 1.8149,             0.00029634,             0.00029634,             0.00029634
                     65,                 1.7027,                 1.8263,                 1.2586,                0.01007,                0.66667,                0.49963,                0.16647,                 2.1018,                 3.6753,                 1.8149,             0.00029312,             0.00029312,             0.00029312
                     66,                 1.7312,                 1.8114,                 1.2953,                0.00813,                0.58333,                0.52513,                0.16959,                 2.1962,                 3.6717,                 1.8541,             0.00028966,             0.00028966,             0.00028966
                     67,                 1.6019,                 1.7455,                 1.2532,                0.00813,                0.58333,                0.52513,                0.16959,                 2.1962,                 3.6717,                 1.8541,             0.00028594,             0.00028594,             0.00028594
                     68,                 1.6972,                 1.7468,                 1.2398,                0.00813,                0.58333,                0.52513,                0.16959,                 2.1962,                 3.6717,                 1.8541,             0.00028199,             0.00028199,             0.00028199
                     69,                 1.6167,                 1.8575,                 1.2854,                0.80633,                0.16667,                0.51031,                0.18187,                 2.2445,                 3.6211,                 1.8557,             0.00027778,             0.00027778,             0.00027778
                     70,                 1.5835,                 1.8155,                 1.2813,                0.80633,                0.16667,                0.51031,                0.18187,                 2.2445,                 3.6211,                 1.8557,             0.00027333,             0.00027333,             0.00027333
                     71,                 1.5774,                 1.6154,                 1.2773,                0.80633,                0.16667,                0.51031,                0.18187,                 2.2445,                 3.6211,                 1.8557,             0.00026863,             0.00026863,             0.00026863
                     72,                 1.5967,                  1.772,                 1.3143,                0.81902,                0.16667,                0.41634,                0.12687,                 2.2646,                 3.5615,                 1.8115,             0.00026368,             0.00026368,             0.00026368
                     73,                 1.8933,                 1.8278,                 1.4058,                0.81902,                0.16667,                0.41634,                0.12687,                 2.2646,                 3.5615,                 1.8115,             0.00025848,             0.00025848,             0.00025848
                     74,                 1.7422,                 1.5772,                 1.2902,                0.81902,                0.16667,                0.41634,                0.12687,                 2.2646,                 3.5615,                 1.8115,             0.00025304,             0.00025304,             0.00025304
                     75,                 1.5552,                 1.7012,                 1.3114,                0.88517,                0.16667,                0.50685,                0.17817,                 2.3148,                 3.4092,                 1.8623,             0.00024734,             0.00024734,             0.00024734
                     76,                 1.6694,                 1.6822,                 1.2592,                0.88517,                0.16667,                0.50685,                0.17817,                 2.3148,                 3.4092,                 1.8623,             0.00024141,             0.00024141,             0.00024141
                     77,                 1.4458,                 1.6931,                 1.1908,                0.88517,                0.16667,                0.50685,                0.17817,                 2.3148,                 3.4092,                 1.8623,             0.00023522,             0.00023522,             0.00023522
                     78,                 1.5633,                 1.9603,                 1.3626,                0.86211,                0.16667,                0.46561,                0.17091,                 2.3519,                 3.3226,                 1.8507,             0.00022879,             0.00022879,             0.00022879
                     79,                 1.5626,                 1.6859,                 1.2715,                0.86211,                0.16667,                0.46561,                0.17091,                 2.3519,                 3.3226,                 1.8507,              0.0002221,              0.0002221,              0.0002221
                     80,                  1.593,                 1.6351,                 1.3206,                0.86211,                0.16667,                0.46561,                0.17091,                 2.3519,                 3.3226,                 1.8507,             0.00021518,             0.00021518,             0.00021518
                     81,                 1.5717,                 1.6877,                 1.3613,                0.84406,                0.16667,                0.58077,                0.19957,                 2.3259,                 3.2953,                 1.8289,               0.000208,               0.000208,               0.000208
                     82,                 1.5794,                 1.5566,                 1.2715,                0.84406,                0.16667,                0.58077,                0.19957,                 2.3259,                 3.2953,                 1.8289,             0.00020058,             0.00020058,             0.00020058
                     83,                 1.5068,                 1.6611,                  1.251,                0.84406,                0.16667,                0.58077,                0.19957,                 2.3259,                 3.2953,                 1.8289,             0.00019291,             0.00019291,             0.00019291
                     84,                 1.6851,                  1.714,                 1.2535,                0.83739,                0.16667,                0.60407,                0.20966,                 2.2866,                 3.1798,                 1.7852,             0.00018499,             0.00018499,             0.00018499
                     85,                  1.847,                 1.8462,                 1.4252,                0.83739,                0.16667,                0.60407,                0.20966,                 2.2866,                 3.1798,                 1.7852,             0.00017682,             0.00017682,             0.00017682
                     86,                 1.4921,                 1.6414,                 1.3215,                0.83739,                0.16667,                0.60407,                0.20966,                 2.2866,                 3.1798,                 1.7852,             0.00016841,             0.00016841,             0.00016841
                     87,                  1.591,                 1.6678,                 1.2769,                0.83739,                0.16667,                0.60407,                0.20966,                 2.2866,                 3.1798,                 1.7852,             0.00015975,             0.00015975,             0.00015975
                     88,                 1.6251,                  1.637,                 1.2901,                0.88906,                   0.25,                0.74957,                0.28618,                 2.2728,                 2.9287,                 1.7729,             0.00015084,             0.00015084,             0.00015084
                     89,                 1.8418,                 1.7583,                 1.3216,                0.88906,                   0.25,                0.74957,                0.28618,                 2.2728,                 2.9287,                 1.7729,             0.00014168,             0.00014168,             0.00014168
                     90,                 1.6481,                 1.6368,                 1.3471,                0.88906,                   0.25,                0.74957,                0.28618,                 2.2728,                 2.9287,                 1.7729,             0.00013228,             0.00013228,             0.00013228
                     91,                  1.657,                 1.8273,                  1.286,                0.88906,                   0.25,                0.74957,                0.28618,                 2.2728,                 2.9287,                 1.7729,             0.00012262,             0.00012262,             0.00012262
                     92,                 1.5122,                 1.8346,                 1.3467,                0.86057,                0.52604,                0.77707,                0.30078,                 2.2406,                 2.7744,                 1.7233,             0.00011273,             0.00011273,             0.00011273
                     93,                 1.4865,                 1.7627,                 1.2717,                0.86057,                0.52604,                0.77707,                0.30078,                 2.2406,                 2.7744,                 1.7233,             0.00010258,             0.00010258,             0.00010258
                     94,                 1.5023,                 1.9958,                 1.2927,                0.86057,                0.52604,                0.77707,                0.30078,                 2.2406,                 2.7744,                 1.7233,             9.2186e-05,             9.2186e-05,             9.2186e-05
                     95,                 1.6392,                 1.8162,                  1.263,                0.86057,                0.52604,                0.77707,                0.30078,                 2.2406,                 2.7744,                 1.7233,             8.1545e-05,             8.1545e-05,             8.1545e-05
                     96,                 1.5547,                 1.9829,                 1.3526,                0.82931,                0.68974,                0.86771,                0.32097,                 2.2437,                  2.599,                 1.6975,             7.0656e-05,             7.0656e-05,             7.0656e-05
                     97,                 1.5671,                 1.8185,                 1.3245,                0.82931,                0.68974,                0.86771,                0.32097,                 2.2437,                  2.599,                 1.6975,              5.952e-05,              5.952e-05,              5.952e-05
                     98,                 1.4647,                 1.7463,                 1.2748,                0.82931,                0.68974,                0.86771,                0.32097,                 2.2437,                  2.599,                 1.6975,             4.8136e-05,             4.8136e-05,             4.8136e-05
                     99,                 1.5424,                 1.6873,                 1.2431,                0.82931,                0.68974,                0.86771,                0.32097,                 2.2437,                  2.599,                 1.6975,             3.6505e-05,             3.6505e-05,             3.6505e-05
                    100,                 1.5387,                 1.9451,                  1.253,                0.82747,                0.71412,                0.92281,                0.33793,                 2.1921,                 2.4308,                 1.6751,             2.4626e-05,             2.4626e-05,             2.4626e-05
