                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     13,                 1.0739,                 1.0682,                 1.2002,                0.99053,                      1,                  0.995,                0.64654,                 1.4273,                  1.259,                 1.3113,             0.00098052,             0.00098052,             0.00098052
                     14,                  1.147,                 1.1332,                 1.1946,                0.94596,                0.98641,                0.99424,                 0.7126,                 1.1866,                 1.2551,                 1.1113,              0.0010293,              0.0010293,              0.0010293
                     15,                    1.1,                 1.1001,                 1.2135,                0.98981,                      1,                  0.995,                0.70454,                 1.2046,                 1.3683,                  1.193,              0.0010329,              0.0010329,              0.0010329
                     16,                 1.0225,                 1.1147,                 1.1835,                0.99498,                0.99866,                  0.995,                0.63853,                 1.3302,                 1.0978,                 1.4497,              0.0010329,              0.0010329,              0.0010329
                     17,                  1.014,                0.95009,                 1.1834,                0.99427,                0.99841,                  0.995,                0.63285,                 1.3979,                 1.0906,                 1.4463,              0.0010046,              0.0010046,              0.0010046
                     18,                 1.1137,                 1.0643,                  1.124,                0.99376,                0.99541,                  0.995,                 0.7437,                 1.1213,                 1.1986,                 1.0512,             0.00097629,             0.00097629,             0.00097629
                     19,                 1.0137,                 1.0122,                 1.1678,                0.99512,                0.99872,                  0.995,                0.68596,                 1.1637,                 1.0014,                 1.1623,               0.000948,               0.000948,               0.000948
                     20,                0.94653,                0.98354,                 1.1161,                0.99826,                0.99749,                  0.995,                0.66847,                 1.2674,                 1.0235,                 1.3052,              0.0009197,              0.0009197,              0.0009197
                     21,                0.94752,                0.94168,                 1.1438,                 0.9951,                0.99837,                  0.995,                0.68488,                 1.1986,                 0.9874,                 1.2785,             0.00089141,             0.00089141,             0.00089141
                     22,                0.90871,                0.91648,                 1.1349,                0.99524,                0.99714,                  0.995,                0.72697,                 1.0985,                 1.0098,                  1.155,             0.00086312,             0.00086312,             0.00086312
                     23,                0.86023,                0.88466,                 1.0783,                0.99471,                      1,                  0.995,                 0.7637,                 1.0095,                 1.0366,                 1.2007,             0.00083482,             0.00083482,             0.00083482
                     24,                0.90881,                0.86278,                 1.1277,                0.99728,                0.99963,                  0.995,                0.74944,                 1.0636,                0.90108,                 1.1922,             0.00080653,             0.00080653,             0.00080653
                     25,                0.83245,                0.84097,                 1.1022,                0.99368,                 0.9987,                  0.995,                0.72428,                 1.0418,                0.85018,                 1.1492,             0.00077823,             0.00077823,             0.00077823
                     26,                0.85698,                0.84176,                  1.115,                0.99174,                0.99879,                  0.995,                0.70545,                 1.0888,                0.84934,                 1.0622,             0.00074994,             0.00074994,             0.00074994
                     27,                0.82638,                0.82302,                 1.0991,                  0.996,                0.99971,                  0.995,                0.71903,                 1.0002,                0.81429,                  1.061,             0.00072164,             0.00072164,             0.00072164
                     28,                0.76381,                0.84664,                 1.0775,                 0.9916,                0.99892,                  0.995,                  0.725,                  1.057,                 0.8279,                  1.127,             0.00069335,             0.00069335,             0.00069335
                     29,                0.76622,                0.78029,                 1.0936,                0.99572,                 0.9996,                  0.995,                0.74892,                0.99088,                 0.7511,                 1.0944,             0.00066506,             0.00066506,             0.00066506
                     30,                0.78715,                0.78241,                 1.0882,                0.99629,                 0.9996,                  0.995,                0.72601,                  1.046,                0.73695,                 1.0325,             0.00063676,             0.00063676,             0.00063676
                     31,                0.73888,                0.77076,                 1.0645,                0.99539,                0.99964,                  0.995,                0.74871,                0.92249,                0.75115,                0.97359,             0.00060847,             0.00060847,             0.00060847
                     32,                0.71727,                0.77222,                 1.0917,                0.99688,                0.99991,                  0.995,                0.74819,                0.90537,                 0.6906,                0.98444,             0.00058017,             0.00058017,             0.00058017
                     33,                 0.7167,                0.70823,                 1.0729,                0.99596,                      1,                  0.995,                0.77873,                0.82054,                0.68918,                 1.0121,             0.00055188,             0.00055188,             0.00055188
                     34,                0.66209,                0.72524,                 1.0211,                0.99181,                0.99989,                  0.995,                0.79887,                0.83732,                0.76426,                0.97954,             0.00052359,             0.00052359,             0.00052359
                     35,                0.69868,                0.72744,                 1.0289,                0.99206,                      1,                  0.995,                0.78669,                0.88025,                0.75858,                0.99264,             0.00049529,             0.00049529,             0.00049529
                     36,                0.70945,                0.74481,                 1.0658,                 0.9943,                      1,                  0.995,                0.78155,                0.85678,                0.70811,                 1.0044,               0.000467,               0.000467,               0.000467
                     37,                0.66089,                0.69534,                 1.0093,                0.99514,                      1,                  0.995,                0.79669,                 0.8465,                0.68526,                0.98342,              0.0004387,              0.0004387,              0.0004387
                     38,                0.68128,                0.66348,                 1.0432,                0.99527,                      1,                  0.995,                0.78462,                0.91391,                  0.722,                0.92262,             0.00041041,             0.00041041,             0.00041041
                     39,                0.72747,                0.69859,                 1.0593,                0.99409,                      1,                  0.995,                0.80141,                0.85827,                0.73488,                0.96731,             0.00038211,             0.00038211,             0.00038211
                     40,                0.69364,                0.69356,                 1.0268,                0.99356,                      1,                  0.995,                 0.8065,                0.84486,                0.73257,                 1.0112,             0.00035382,             0.00035382,             0.00035382
                     41,                0.77737,                0.83653,                 1.0649,                0.99331,                      1,                  0.995,                0.80622,                 0.8017,                0.72208,                  1.021,             0.00032553,             0.00032553,             0.00032553
                     42,                0.69437,                0.79219,                 1.0673,                0.99295,                      1,                  0.995,                0.78338,                 0.9152,                0.77378,                 1.0444,             0.00029723,             0.00029723,             0.00029723
                     43,                0.74046,                0.78824,                  1.072,                0.99217,                      1,                  0.995,                0.78181,                0.86848,                0.76053,                 1.0075,             0.00026894,             0.00026894,             0.00026894
                     44,                0.65111,                 0.7685,                 1.0667,                0.99126,                      1,                  0.995,                0.79873,                0.78003,                0.73677,                  0.968,             0.00024064,             0.00024064,             0.00024064
                     45,                0.63971,                0.75259,                  1.053,                0.99148,                      1,                  0.995,                0.80184,                 0.7757,                0.72595,                0.94985,             0.00021235,             0.00021235,             0.00021235
                     46,                0.61971,                0.76138,                 1.0613,                0.99236,                      1,                  0.995,                0.83984,                0.70436,                0.68948,                0.92547,             0.00018406,             0.00018406,             0.00018406
                     47,                0.62411,                0.76052,                 1.0761,                0.99367,                      1,                  0.995,                0.84569,                0.71702,                0.67977,                0.93876,             0.00015576,             0.00015576,             0.00015576
                     48,                0.55729,                0.69615,                 1.0758,                 0.9945,                      1,                  0.995,                0.83532,                0.73541,                 0.6629,                 0.9712,             0.00012747,             0.00012747,             0.00012747
                     49,                0.59921,                0.69824,                 1.0491,                0.99466,                      1,                  0.995,                0.82715,                0.74306,                0.65731,                0.98251,             9.9173e-05,             9.9173e-05,             9.9173e-05
                     50,                0.52874,                0.67452,                 1.0384,                0.99471,                      1,                  0.995,                0.81764,                0.74585,                 0.6622,                0.99348,             7.0878e-05,             7.0878e-05,             7.0878e-05
