                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     21,                      0,                 56.604,                      0,                      0,                      0,                      0,                      0,                      0,                  16.39,                      0,              0.0002005,              0.0002005,              0.0002005
                     22,                      0,                 56.093,                      0,                      0,                      0,                      0,                      0,                      0,                  16.39,                      0,             0.00020793,             0.00020793,             0.00020793
                     23,                      0,                 56.109,                      0,                      0,                      0,                      0,                      0,                      0,                 16.346,                      0,             0.00021511,             0.00021511,             0.00021511
                     24,                      0,                 55.376,                      0,                      0,                      0,                      0,                      0,                      0,                 16.346,                      0,             0.00022204,             0.00022204,             0.00022204
                     25,                      0,                 55.573,                      0,                      0,                      0,                      0,                      0,                      0,                 16.286,                      0,             0.00022872,             0.00022872,             0.00022872
                     26,                      0,                 54.798,                      0,                      0,                      0,                      0,                      0,                      0,                 16.286,                      0,             0.00023516,             0.00023516,             0.00023516
                     27,                      0,                 54.877,                      0,                      0,                      0,                      0,                      0,                      0,                 16.207,                      0,             0.00024134,             0.00024134,             0.00024134
                     28,                      0,                 54.193,                      0,                      0,                      0,                      0,                      0,                      0,                 16.207,                      0,             0.00024729,             0.00024729,             0.00024729
                     29,                      0,                 54.179,                      0,                      0,                      0,                      0,                      0,                      0,                   16.1,                      0,             0.00025298,             0.00025298,             0.00025298
                     30,                      0,                 53.547,                      0,                      0,                      0,                      0,                      0,                      0,                   16.1,                      0,             0.00025843,             0.00025843,             0.00025843
                     31,                      0,                  53.59,                      0,                      0,                      0,                      0,                      0,                      0,                 15.956,                      0,             0.00026363,             0.00026363,             0.00026363
                     32,                      0,                 52.882,                      0,                      0,                      0,                      0,                      0,                      0,                 15.956,                      0,             0.00026858,             0.00026858,             0.00026858
                     33,                      0,                 52.955,                      0,                      0,                      0,                      0,                      0,                      0,                  15.79,                      0,             0.00027328,             0.00027328,             0.00027328
                     34,                      0,                 52.407,                      0,                      0,                      0,                      0,                      0,                      0,                  15.79,                      0,             0.00027774,             0.00027774,             0.00027774
                     35,                      0,                 52.252,                      0,                      0,                      0,                      0,                      0,                      0,                 15.599,                      0,             0.00028194,             0.00028194,             0.00028194
                     36,                      0,                 51.589,                      0,                      0,                      0,                      0,                      0,                      0,                 15.599,                      0,             0.00028591,             0.00028591,             0.00028591
                     37,                      0,                 51.746,                      0,                      0,                      0,                      0,                      0,                      0,                 15.394,                      0,             0.00028962,             0.00028962,             0.00028962
                     38,                      0,                 51.599,                      0,                      0,                      0,                      0,                      0,                      0,                 15.394,                      0,             0.00029309,             0.00029309,             0.00029309
                     39,                      0,                 51.414,                      0,                      0,                      0,                      0,                      0,                      0,                 15.182,                      0,             0.00029631,             0.00029631,             0.00029631
                     40,                      0,                 50.743,                      0,                      0,                      0,                      0,                      0,                      0,                 15.182,                      0,             0.00029928,             0.00029928,             0.00029928
                     41,                      0,                 50.648,                      0,                      0,                      0,                      0,                      0,                      0,                 14.905,                      0,               0.000302,               0.000302,               0.000302
                     42,                      0,                 50.291,                      0,                      0,                      0,                      0,                      0,                      0,                 14.905,                      0,             0.00030448,             0.00030448,             0.00030448
                     43,                      0,                 50.292,                      0,                      0,                      0,                      0,                      0,                      0,                 14.526,                      0,             0.00030671,             0.00030671,             0.00030671
                     44,                      0,                 49.742,                      0,                      0,                      0,                      0,                      0,                      0,                 14.526,                      0,             0.00030869,             0.00030869,             0.00030869
                     45,                      0,                 49.899,                      0,                      0,                      0,                      0,                      0,                      0,                   14.2,                      0,             0.00031042,             0.00031042,             0.00031042
                     46,                      0,                 49.426,                      0,                      0,                      0,                      0,                      0,                      0,                   14.2,                      0,             0.00031191,             0.00031191,             0.00031191
                     47,                      0,                  49.47,                      0,                      0,                      0,                      0,                      0,                      0,                 14.018,                      0,             0.00031315,             0.00031315,             0.00031315
                     48,                      0,                 48.965,                      0,                      0,                      0,                      0,                      0,                      0,                 14.018,                      0,             0.00031414,             0.00031414,             0.00031414
                     49,                      0,                 49.018,                      0,                      0,                      0,                      0,                      0,                      0,                 13.811,                      0,             0.00031488,             0.00031488,             0.00031488
                     50,                      0,                 48.597,                      0,                      0,                      0,                      0,                      0,                      0,                 13.811,                      0,             0.00031538,             0.00031538,             0.00031538
                     51,                      0,                 48.822,                      0,                      0,                      0,                      0,                      0,                      0,                 13.617,                      0,             0.00031562,             0.00031562,             0.00031562
                     52,                      0,                 48.355,                      0,                      0,                      0,                      0,                      0,                      0,                 13.617,                      0,             0.00031563,             0.00031563,             0.00031563
                     53,                      0,                 48.373,                      0,                      0,                      0,                      0,                      0,                      0,                 13.617,                      0,             0.00031538,             0.00031538,             0.00031538
                     54,                      0,                 48.606,                      0,                      0,                      0,                      0,                      0,                      0,                 13.409,                      0,             0.00031489,             0.00031489,             0.00031489
                     55,                      0,                 48.052,                      0,                      0,                      0,                      0,                      0,                      0,                 13.409,                      0,             0.00031414,             0.00031414,             0.00031414
                     56,                      0,                 48.066,                      0,                      0,                      0,                      0,                      0,                      0,                 13.409,                      0,             0.00031316,             0.00031316,             0.00031316
                     57,                      0,                 48.036,                      0,                      0,                      0,                      0,                      0,                      0,                 13.112,                      0,             0.00031192,             0.00031192,             0.00031192
                     58,                      0,                 47.777,                      0,                      0,                      0,                      0,                      0,                      0,                 13.112,                      0,             0.00031044,             0.00031044,             0.00031044
                     59,                      0,                 47.802,                      0,                      0,                      0,                      0,                      0,                      0,                 13.112,                      0,              0.0003087,              0.0003087,              0.0003087
                     60,                      0,                 47.875,                      0,                      0,                      0,                      0,                      0,                      0,                 12.812,                      0,             0.00030673,             0.00030673,             0.00030673
                     61,                      0,                 47.402,                      0,                      0,                      0,                      0,                      0,                      0,                 12.812,                      0,              0.0003045,              0.0003045,              0.0003045
                     62,                      0,                 47.584,                      0,                      0,                      0,                      0,                      0,                      0,                 12.812,                      0,             0.00030203,             0.00030203,             0.00030203
                     63,                      0,                 47.534,                      0,                      0,                      0,                      0,                      0,                      0,                 12.533,                      0,              0.0002993,              0.0002993,              0.0002993
                     64,                      0,                 47.221,                      0,                      0,                      0,                      0,                      0,                      0,                 12.533,                      0,             0.00029634,             0.00029634,             0.00029634
                     65,                      0,                  47.24,                      0,                      0,                      0,                      0,                      0,                      0,                 12.533,                      0,             0.00029312,             0.00029312,             0.00029312
                     66,                      0,                  47.26,                      0,                      0,                      0,                      0,                      0,                      0,                  12.36,                      0,             0.00028966,             0.00028966,             0.00028966
                     67,                      0,                 46.998,                      0,                      0,                      0,                      0,                      0,                      0,                  12.36,                      0,             0.00028594,             0.00028594,             0.00028594
                     68,                      0,                 46.996,                      0,                      0,                      0,                      0,                      0,                      0,                  12.36,                      0,             0.00028199,             0.00028199,             0.00028199
                     69,                      0,                 47.092,                      0,                      0,                      0,                      0,                      0,                      0,                 12.301,                      0,             0.00027778,             0.00027778,             0.00027778
                     70,                      0,                 46.796,                      0,                      0,                      0,                      0,                      0,                      0,                 12.301,                      0,             0.00027333,             0.00027333,             0.00027333
                     71,                      0,                 46.613,                      0,                      0,                      0,                      0,                      0,                      0,                 12.301,                      0,             0.00026863,             0.00026863,             0.00026863
                     72,                      0,                 46.703,                      0,                      0,                      0,                      0,                      0,                      0,                 12.295,                      0,             0.00026368,             0.00026368,             0.00026368
                     73,                      0,                  46.37,                      0,                      0,                      0,                      0,                      0,                      0,                 12.295,                      0,             0.00025848,             0.00025848,             0.00025848
                     74,                      0,                 46.984,                      0,                      0,                      0,                      0,                      0,                      0,                 12.295,                      0,             0.00025304,             0.00025304,             0.00025304
                     75,                      0,                 46.353,                      0,                      0,                      0,                      0,                      0,                      0,                 12.297,                      0,             0.00024734,             0.00024734,             0.00024734
                     76,                      0,                 46.483,                      0,                      0,                      0,                      0,                      0,                      0,                 12.297,                      0,             0.00024141,             0.00024141,             0.00024141
                     77,                      0,                  46.17,                      0,                      0,                      0,                      0,                      0,                      0,                 12.297,                      0,             0.00023522,             0.00023522,             0.00023522
                     78,                      0,                 46.162,                      0,                      0,                      0,                      0,                      0,                      0,                 12.252,                      0,             0.00022879,             0.00022879,             0.00022879
                     79,                      0,                 46.372,                      0,                      0,                      0,                      0,                      0,                      0,                 12.252,                      0,              0.0002221,              0.0002221,              0.0002221
                     80,                      0,                 46.169,                      0,                      0,                      0,                      0,                      0,                      0,                 12.252,                      0,             0.00021518,             0.00021518,             0.00021518
                     81,                      0,                 46.237,                      0,                      0,                      0,                      0,                      0,                      0,                  12.24,                      0,               0.000208,               0.000208,               0.000208
                     82,                      0,                 45.742,                      0,                      0,                      0,                      0,                      0,                      0,                  12.24,                      0,             0.00020058,             0.00020058,             0.00020058
                     83,                      0,                 45.886,                      0,                      0,                      0,                      0,                      0,                      0,                  12.24,                      0,             0.00019291,             0.00019291,             0.00019291
                     84,                      0,                 45.781,                      0,                      0,                      0,                      0,                      0,                      0,                 12.195,                      0,             0.00018499,             0.00018499,             0.00018499
                     85,                      0,                 45.728,                      0,                      0,                      0,                      0,                      0,                      0,                 12.195,                      0,             0.00017682,             0.00017682,             0.00017682
                     86,                      0,                 46.507,                      0,                      0,                      0,                      0,                      0,                      0,                 12.195,                      0,             0.00016841,             0.00016841,             0.00016841
                     87,                      0,                 45.636,                      0,                      0,                      0,                      0,                      0,                      0,                 12.195,                      0,             0.00015975,             0.00015975,             0.00015975
                     88,                      0,                 45.729,                      0,                      0,                      0,                      0,                      0,                      0,                 12.165,                      0,             0.00015084,             0.00015084,             0.00015084
                     89,                      0,                 45.477,                      0,                      0,                      0,                      0,                      0,                      0,                 12.165,                      0,             0.00014168,             0.00014168,             0.00014168
                     90,                      0,                 45.589,                      0,                      0,                      0,                      0,                      0,                      0,                 12.165,                      0,             0.00013228,             0.00013228,             0.00013228
                     91,                      0,                 45.643,                      0,                      0,                      0,                      0,                      0,                      0,                 12.165,                      0,             0.00012262,             0.00012262,             0.00012262
                     92,                      0,                 45.607,                      0,                      0,                      0,                      0,                      0,                      0,                 12.141,                      0,             0.00011273,             0.00011273,             0.00011273
                     93,                      0,                 45.541,                      0,                      0,                      0,                      0,                      0,                      0,                 12.141,                      0,             0.00010258,             0.00010258,             0.00010258
                     94,                      0,                 45.517,                      0,                      0,                      0,                      0,                      0,                      0,                 12.141,                      0,             9.2186e-05,             9.2186e-05,             9.2186e-05
                     95,                      0,                 45.565,                      0,                      0,                      0,                      0,                      0,                      0,                 12.141,                      0,             8.1545e-05,             8.1545e-05,             8.1545e-05
                     96,                      0,                 45.511,                      0,                      0,                      0,                      0,                      0,                      0,                 12.165,                      0,             7.0656e-05,             7.0656e-05,             7.0656e-05
                     97,                      0,                 45.462,                      0,                      0,                      0,                      0,                      0,                      0,                 12.165,                      0,              5.952e-05,              5.952e-05,              5.952e-05
                     98,                      0,                 45.485,                      0,                      0,                      0,                      0,                      0,                      0,                 12.165,                      0,             4.8136e-05,             4.8136e-05,             4.8136e-05
                     99,                      0,                 45.501,                      0,                      0,                      0,                      0,                      0,                      0,                 12.165,                      0,             3.6505e-05,             3.6505e-05,             3.6505e-05
                    100,                      0,                 45.455,                      0,                      0,                      0,                      0,                      0,                      0,                 12.226,                      0,             2.4626e-05,             2.4626e-05,             2.4626e-05
