                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     28,                0.35473,                0.88145,                0.90087,                      1,                0.79193,                  0.995,                0.88908,                0.29598,                 2.4968,                0.95313,             0.00025132,             0.00025132,             0.00025132
                     29,                0.33453,                0.99861,                0.90107,                0.97498,                      1,                  0.995,                0.87044,                0.37626,                 2.2496,                 1.0458,             0.00024954,             0.00024954,             0.00024954
                     30,                0.33864,                0.77753,                0.95663,                0.97498,                      1,                  0.995,                0.87044,                0.37626,                 2.2496,                 1.0458,             0.00024696,             0.00024696,             0.00024696
                     31,                 0.4017,                0.83002,                0.96187,                0.99255,                      1,                  0.995,                0.90132,                0.38403,                  2.111,                 1.0215,              0.0002436,              0.0002436,              0.0002436
                     32,                0.39889,                0.83197,                0.93068,                0.99255,                      1,                  0.995,                0.90132,                0.38403,                  2.111,                 1.0215,             0.00023944,             0.00023944,             0.00023944
                     33,                0.26987,                0.78679,                0.89369,                      1,                0.99821,                  0.995,                0.90132,                0.40177,                 1.9047,                 1.0272,              0.0002345,              0.0002345,              0.0002345
                     34,                0.32577,                0.72937,                0.94703,                      1,                0.99821,                  0.995,                0.90132,                0.40177,                 1.9047,                 1.0272,             0.00022876,             0.00022876,             0.00022876
                     35,                0.35341,                0.79276,                0.89792,                0.99866,                      1,                  0.995,                0.93254,                0.39601,                 1.8247,                0.99885,             0.00022222,             0.00022222,             0.00022222
                     36,                0.26571,                0.71342,                0.89148,                0.99866,                      1,                  0.995,                0.93254,                0.39601,                 1.8247,                0.99885,              0.0002149,              0.0002149,              0.0002149
                     37,                0.30676,                0.87255,                0.86661,                      1,                0.98032,                  0.995,                0.92029,                0.34069,                 1.8471,                0.93862,             0.00020678,             0.00020678,             0.00020678
                     38,                0.30306,                0.77575,                0.93509,                      1,                0.98032,                  0.995,                0.92029,                0.34069,                 1.8471,                0.93862,             0.00019788,             0.00019788,             0.00019788
                     39,                0.31801,                0.77168,                0.91121,                      1,                0.97523,                  0.995,                0.92029,                0.30727,                 1.8289,                0.92028,             0.00018818,             0.00018818,             0.00018818
                     40,                0.28707,                0.69445,                0.88401,                      1,                0.97523,                  0.995,                0.92029,                0.30727,                 1.8289,                0.92028,             0.00017768,             0.00017768,             0.00017768
                     41,                0.31444,                 1.5659,                 0.9503,                      1,                0.97608,                  0.995,                0.92029,                0.32471,                 1.7982,                0.93251,              0.0001664,              0.0001664,              0.0001664
                     42,                0.30588,                  1.547,                0.88193,                      1,                0.97608,                  0.995,                0.92029,                0.32471,                 1.7982,                0.93251,             0.00015432,             0.00015432,             0.00015432
                     43,                0.36704,                 1.6841,                 1.0114,                      1,                0.98334,                  0.995,                0.92029,                0.34785,                 1.7677,                0.95308,             0.00014146,             0.00014146,             0.00014146
                     44,                0.27696,                 1.5887,                0.93711,                      1,                0.98334,                  0.995,                0.92029,                0.34785,                 1.7677,                0.95308,              0.0001278,              0.0001278,              0.0001278
                     45,                0.28729,                 1.4931,                0.96456,                      1,                0.99395,                  0.995,                0.90166,                0.39026,                  1.781,                0.99085,             0.00011334,             0.00011334,             0.00011334
                     46,                0.28701,                 1.5456,                0.93477,                      1,                0.99395,                  0.995,                0.90166,                0.39026,                  1.781,                0.99085,               9.81e-05,               9.81e-05,               9.81e-05
                     47,                0.26179,                 1.3249,                0.87194,                0.99738,                      1,                  0.995,                0.90166,                0.41479,                 1.8172,                  1.029,             8.2064e-05,             8.2064e-05,             8.2064e-05
                     48,                0.27737,                 1.2708,                  0.899,                0.99738,                      1,                  0.995,                0.90166,                0.41479,                 1.8172,                  1.029,             6.5236e-05,             6.5236e-05,             6.5236e-05
                     49,                0.26573,                 1.3774,                0.86359,                0.99409,                      1,                  0.995,                0.93254,                0.41111,                 1.8362,                 1.0371,             4.7616e-05,             4.7616e-05,             4.7616e-05
                     50,                0.28777,                  1.401,                 0.9362,                0.99409,                      1,                  0.995,                0.93254,                0.41111,                 1.8362,                 1.0371,             2.9204e-05,             2.9204e-05,             2.9204e-05
